Row,Load_F1,RT_F1,Util_F1,Cold_F1
row_sim_312,403.69989762902054,0.2400140394972337,0.0,3.158958807177154e-05
row_sim_313,1608.2273044411145,0.24161076707372647,0.0,0.00012496875781054737
row_sim_314,1542.6928994277337,0.2416688380463541,0.0,0.00012000480019200768
row_sim_315,2572.7235537604665,0.24210645361632172,0.0,0.00020024028834601522
row_sim_316,1388.4249568122677,0.2417895281901778,0.0,0.00010820168794633196
row_sim_317,1155.2992338262552,0.24158620628894356,0.0,9.000090000900009e-05
row_sim_318,1918.7078355477684,0.2422585927274931,0.0,0.00014990256333383302
row_sim_319,799.426629336663,0.24127723946139393,0.0,6.220839813374805e-05
row_sim_320,419.3482444413229,0.2400914895928768,0.0,3.267546725918181e-05
row_sim_321,1433.657928207536,0.24158585596565008,0.0,0.00011179429849077697
row_sim_322,1250.6972613162252,0.241585391754569,0.0,9.742790335151988e-05
row_sim_323,697.7481930895946,0.24094735499130313,0.0,5.43773790103317e-05
row_sim_324,1102.5670547548782,0.2415265248232718,0.0,8.58000858000858e-05
row_sim_325,1099.2090298562507,0.24149557295015575,0.0,8.553588230262595e-05
row_sim_326,982.5203184594156,0.24147366761850186,0.0,7.667535654040791e-05
row_sim_327,1138.4232659768004,0.24185774727953316,0.0,8.894423196655697e-05
row_sim_328,2057.2457492005633,0.24208318988450328,0.0,0.00016056518946692356
row_sim_329,890.6645798901272,0.2416177194639093,0.0,6.948787436592315e-05
row_sim_330,2846.5763372496854,0.24214997978878527,0.0,0.00022172949002217295
row_sim_331,2749.0482412135566,0.24203056387379016,0.0,0.0002139495079161318
row_sim_332,1442.7572393788205,0.2417823434640552,0.0,0.00011262529564140106
row_sim_333,985.117196953816,0.24166152593230777,0.0,7.71188401326444e-05
row_sim_334,1606.3275977505177,0.24187592670683267,0.0,0.00012514078338130396
row_sim_335,2545.6890382964352,0.2416498834819668,0.0,0.00019758940920766647
row_sim_336,1957.7793923132779,0.2420092419083335,0.0,0.00015313935681470137
row_sim_337,2413.1852642498347,0.24151845466094352,0.0,0.00018789928598271326
row_sim_338,1598.190192083417,0.24191298604759143,0.0,0.00012436264146250465
row_sim_339,1898.7712419213988,0.24193111394638372,0.0,0.00014790711433219938
row_sim_340,864.502434766676,0.24138006667806425,0.0,6.743543057522422e-05
row_sim_341,2204.6927422727567,0.24204326970005904,0.0,0.00017155601303825698
row_sim_342,607.2536591474986,0.24085160741894457,0.0,4.740010428022942e-05
row_sim_343,2084.409646549054,0.2422667854971659,0.0,0.00016276041666666666
row_sim_344,2582.164169024266,0.24221043326922664,0.0,0.00020096463022508038
row_sim_345,396.3519067627667,0.23981513571559218,0.0,3.092241565911129e-05
row_sim_346,1843.1585026387322,0.24210830544963338,0.0,0.00014374011786689664
row_sim_347,285.3324899023923,0.23841727015389855,0.0,2.2215310792197984e-05
row_sim_348,2177.160599032867,0.24142365791730475,0.0,0.00016934801016088062
row_sim_349,253.5254318096195,0.2375387665508206,0.0,1.9848752505905004e-05
row_sim_350,2807.822671110743,0.24246441907221428,0.0,0.00021910604732690623
row_sim_351,412.26691971690457,0.2399377806411704,0.0,3.2178138172925313e-05
row_sim_352,2876.6427937149456,0.2422043837953847,0.0,0.00022396416573348266
row_sim_353,2402.6624840464856,0.24133854553168685,0.0,0.00018646280067126608
row_sim_354,1781.0663292988388,0.2419987990415139,0.0,0.00013871549452073797
row_sim_355,2347.8831826834094,0.2420070926868554,0.0,0.0001832508704416346
row_sim_356,2385.3547612073085,0.24169302409524906,0.0,0.0001857700167193015
row_sim_357,2838.08388709885,0.24224597008292256,0.0,0.00022153300841825432
row_sim_358,760.1873923498696,0.2410280764928941,0.0,5.9266283411367276e-05
